"filename", "language", "ui", "C++", "Markdown", "PowerShell", "TypeScript", "Properties", "Python", "HTML", "QRC", "CSS", "JavaScript", "Makefile", "XML", "comment", "blank", "total"
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Editor.cpp", "C++", 0, 6795, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 462, 978, 8235
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Editor.h", "C++", 0, 540, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 70, 651
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\ElapsedPeriod.h", "C++", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 36
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\ExternalLexer.cpp", "C++", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 28, 136
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\ExternalLexer.h", "C++", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 15, 81
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\FontQuality.h", "C++", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 28
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Indicator.cpp", "C++", 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 10, 224
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Indicator.h", "C++", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 57
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\IntegerRectangle.h", "C++", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 30
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\KeyMap.cpp", "C++", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 19, 165
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\KeyMap.h", "C++", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 65
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\LineMarker.cpp", "C++", 0, 363, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 60, 437
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\LineMarker.h", "C++", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 49
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\MarginView.cpp", "C++", 0, 398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 46, 471
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\MarginView.h", "C++", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 11, 47
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Partitioning.h", "C++", 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 24, 205
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\PerLine.cpp", "C++", 0, 416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 69, 500
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\PerLine.h", "C++", 0, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 19, 165
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Position.h", "C++", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 32
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\PositionCache.cpp", "C++", 0, 628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 66, 720
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\PositionCache.h", "C++", 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 248
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\RESearch.cpp", "C++", 0, 613, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 285, 63, 961
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\RESearch.h", "C++", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 15, 71
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\RunStyles.cpp", "C++", 0, 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 29, 315
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\RunStyles.h", "C++", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 9, 65
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\SciTE.properties", "Properties", 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 2, 1, 7
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\ScintillaBase.cpp", "C++", 0, 958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 184, 1166
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\ScintillaBase.h", "C++", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 21, 104
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Selection.cpp", "C++", 0, 366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 59, 437
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Selection.h", "C++", 0, 170, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 11, 193
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\SparseVector.h", "C++", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 6, 157
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\SplitVector.h", "C++", 0, 241, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 33, 333
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Style.cpp", "C++", 0, 141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 169
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\Style.h", "C++", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 11, 93
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\UniConversion.cpp", "C++", 0, 305, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 32, 369
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\UniConversion.h", "C++", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 19, 87
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\UniqueString.h", "C++", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 31
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\ViewStyle.cpp", "C++", 0, 505, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 85, 614
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\ViewStyle.h", "C++", 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 22, 225
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\XPM.cpp", "C++", 0, 364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 59, 449
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\scintilla\src\XPM.h", "C++", 0, 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 14, 131
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\InputMethod.cpp", "C++", 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 47, 274
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\ListBoxQt.cpp", "C++", 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 109, 368
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\ListBoxQt.h", "C++", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 77
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\MacPasteboardMime.cpp", "C++", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 28, 112
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\PlatQt.cpp", "C++", 0, 724, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 212, 991
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qsciabstractapis.h", "C++", 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 18, 91
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qsciapis.h", "C++", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 110, 37, 214
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscicommand.h", "C++", 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 157, 121, 409
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscicommandset.h", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 22, 90
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscidocument.h", "C++", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 14, 62
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qsciglobal.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 13, 55
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexer.h", "C++", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 185, 72, 357
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerasm.h", "C++", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 46, 202
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexeravs.h", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 43, 175
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerbash.h", "C++", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 44, 179
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerbatch.h", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 29, 116
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexercmake.h", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 40, 161
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexercoffeescript.h", "C++", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 127, 62, 265
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexercpp.h", "C++", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 180, 81, 399
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexercsharp.h", "C++", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 18, 78
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexercss.h", "C++", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 59, 253
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexercustom.h", "C++", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 19, 101
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerd.h", "C++", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 59, 243
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerdiff.h", "C++", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 28, 108
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexeredifact.h", "C++", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 24, 97
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerfortran.h", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 14, 60
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerfortran77.h", "C++", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 42, 169
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerhex.h", "C++", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 32, 121
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerhtml.h", "C++", 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 212, 150, 533
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexeridl.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 15, 65
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerintelhex.h", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 61
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerjava.h", "C++", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 13, 56
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerjavascript.h", "C++", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 20, 82
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerjson.h", "C++", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 44, 185
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerlua.h", "C++", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 88, 49, 195
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexermakefile.h", "C++", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 26, 106
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexermarkdown.h", "C++", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 40, 149
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexermasm.h", "C++", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 13, 55
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexermatlab.h", "C++", 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 26, 105
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexernasm.h", "C++", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 13, 55
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexeroctave.h", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 61
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerpascal.h", "C++", 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 52, 228
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerperl.h", "C++", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 136, 80, 313
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerpo.h", "C++", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 40, 164
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerpostscript.h", "C++", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 94, 48, 205
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerpov.h", "C++", 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 93, 49, 204
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerproperties.h", "C++", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 34, 151
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerpython.h", "C++", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 158, 74, 334
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerruby.h", "C++", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 63, 241
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerspice.h", "C++", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 27, 107
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexersql.h", "C++", 0, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 63, 287
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexersrec.h", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 14, 60
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexertcl.h", "C++", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 49, 190
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexertekhex.h", "C++", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 14, 61
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexertex.h", "C++", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 36, 164
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerverilog.h", "C++", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 55, 258
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexervhdl.h", "C++", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 51, 222
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexerxml.h", "C++", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 25, 107
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscilexeryaml.h", "C++", 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 36, 148
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscimacro.h", "C++", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 23, 99
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qsciprinter.h", "C++", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 24, 121
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qsciscintilla.h", "C++", 0, 593, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1294, 427, 2314
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qsciscintillabase.h", "C++", 0, 1485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1358, 1046, 3889
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscistyle.h", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 38, 205
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\Qsci\qscistyledtext.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 15, 62
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\SciAccessibility.cpp", "C++", 0, 465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 191, 740
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\SciAccessibility.h", "C++", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 22, 120
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\SciClasses.cpp", "C++", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 48, 190
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\SciClasses.h", "C++", 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 26, 104
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\ScintillaQt.cpp", "C++", 0, 529, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 172, 769
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\ScintillaQt.h", "C++", 0, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 23, 152
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qsciabstractapis.cpp", "C++", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 52
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qsciapis.cpp", "C++", 0, 614, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 130, 252, 996
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscicommand.cpp", "C++", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 39, 144
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscicommandset.cpp", "C++", 0, 907, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 44, 988
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscidocument.cpp", "C++", 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 36, 152
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexer.cpp", "C++", 0, 446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 116, 188, 750
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerasm.cpp", "C++", 0, 442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 93, 576
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexeravs.cpp", "C++", 0, 299, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 79, 415
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerbash.cpp", "C++", 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 86, 351
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerbatch.cpp", "C++", 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 50, 213
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexercmake.cpp", "C++", 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 68, 305
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexercoffeescript.cpp", "C++", 0, 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 118, 455
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexercpp.cpp", "C++", 0, 542, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 200, 802
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexercsharp.cpp", "C++", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 28, 119
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexercss.cpp", "C++", 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 110, 441
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexercustom.cpp", "C++", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 25, 102
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerd.cpp", "C++", 0, 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 116, 451
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerdiff.cpp", "C++", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 38, 144
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexeredifact.cpp", "C++", 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 33, 123
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerfortran.cpp", "C++", 0, 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 16, 110
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerfortran77.cpp", "C++", 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 77, 297
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerhex.cpp", "C++", 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 42, 157
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerhtml.cpp", "C++", 0, 885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 248, 1182
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexeridl.cpp", "C++", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 19, 101
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerintelhex.cpp", "C++", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 14, 60
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerjava.cpp", "C++", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 12, 58
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerjavascript.cpp", "C++", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 30, 121
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerjson.cpp", "C++", 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 80, 299
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexerlua.cpp", "C++", 0, 233, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 94, 369
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexermakefile.cpp", "C++", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 41, 159
"d:\Qt5Project\CodeEditorLite\lib\QScintilla\src\qscilexermarkdown.cpp", "C++", 0, 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 75, 290
